16,-11,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
23,-7,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
18,-16,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
18,-12,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
16,-13,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
23,-6,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
23,-4,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
16,-10,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
16,-16,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
17,-13,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
23,-5,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
18,-15,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
17,-15,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
17,-12,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
23,-2,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
17,-16,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
17,-14,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
18,-14,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
18,-13,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
19,-12,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
16,-12,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
19,-15,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
23,-3,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
16,-14,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
19,-16,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
23,-1,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
23,-8,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
16,-15,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
19,-13,+h87qJtNUOUqMtGM/fGLG24WwPM=,x19TcFJcpCDp6iXi5+QpumNU8eU=
20,-8,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
20,-7,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
19,-8,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
19,-9,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
18,-9,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
19,-7,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
16,-9,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
18,-8,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
20,-6,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
17,-9,+h87qJtNUOUqMtGM/fGLG24WwPM=,+435opBg+xuhYI8FwIwpJPxboqU=
16,-8,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
18,-7,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
19,-6,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
20,-3,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
20,-1,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
20,-2,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
17,-5,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
17,-8,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
16,-7,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
18,-3,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
19,-1,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
19,-5,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
17,-7,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
18,-5,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
20,-5,+h87qJtNUOUqMtGM/fGLG24WwPM=,GxxcOSu5jbfyTKNOV4fGaXpNqMk=
19,-3,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
20,-4,+h87qJtNUOUqMtGM/fGLG24WwPM=,+9EJo4Y8OtkdJ7MvNORCg+5QZqk=
16,-5,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
17,-6,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
18,-6,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
18,-2,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
17,-1,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
18,-1,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
17,-3,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
16,-2,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
16,-6,+h87qJtNUOUqMtGM/fGLG24WwPM=,z21xzAp0TW0oR4aQw6VkSt3o26Q=
19,-4,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
16,-1,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
17,-2,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
19,-2,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
16,-3,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
17,-4,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
18,-4,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
16,-4,+h87qJtNUOUqMtGM/fGLG24WwPM=,bLP4JGYr9aXs7CU5oVLmvW0XsZo=
16,-19,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
19,-20,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
17,-20,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
18,-17,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
18,-19,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
16,-20,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
19,-18,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
19,-19,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
19,-17,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
18,-18,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
18,-20,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
17,-17,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
17,-19,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
17,-18,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
16,-18,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
16,-17,+h87qJtNUOUqMtGM/fGLG24WwPM=,EsdxZwICXkUq27Nea0NEZBoPL9o=
10,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
10,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
9,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
9,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
9,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
10,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
11,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
13,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
12,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
13,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
14,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
7,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
5,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
7,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
14,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
6,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
8,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
11,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
6,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
8,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
5,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
6,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
7,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
9,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
8,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
6,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
11,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
10,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
8,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
12,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
12,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
14,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
5,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
11,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,IScp90gow6T5C52EGWQadq9AspM=
14,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
15,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
13,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
7,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
15,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
12,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
0,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
5,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
4,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
13,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
2,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
3,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
4,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
15,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
1,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
3,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
2,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
1,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
1,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
2,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
3,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
3,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
0,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
4,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
2,-20,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
4,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,XZWl4HkuiQL/gfWU6+GrTwbZIjM=
0,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
1,-18,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
15,-19,gd44YKWJKS0tAvADdA6JgyXciKc=,UV1JTnTlXUrXoCkRVgu1Ry01Osc=
0,-17,gd44YKWJKS0tAvADdA6JgyXciKc=,euLPpvLk8rf0T1AkqffPLXf18O4=
1,-11,gd44YKWJKS0tAvADdA6JgyXciKc=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
2,-10,gd44YKWJKS0tAvADdA6JgyXciKc=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
1,-10,gd44YKWJKS0tAvADdA6JgyXciKc=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
2,-11,gd44YKWJKS0tAvADdA6JgyXciKc=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
1,-9,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
2,-6,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
1,-6,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
2,-9,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
1,-7,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
1,-8,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
2,-7,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
2,-8,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
4,-7,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
3,-6,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
6,-7,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
4,-6,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
6,-6,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
5,-7,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
3,-7,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
5,-6,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
4,-9,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
6,-10,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
5,-10,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
5,-9,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
6,-9,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
3,-10,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
4,-8,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
3,-9,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
3,-11,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,h1Oj3pSiaVtlQ9BrrmnudD26DlE=
6,-11,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
4,-10,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
6,-8,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
5,-8,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
5,-11,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
3,-8,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,kybfkvRarG4sx6WZji2Z1VIaATs=
4,-11,IoGyZJWeyS6AeGvwVLLXTQU5/2E=,uSce03IX5A+njC6RW6rsQbu9nEc=
6,-15,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,WFOZqzFrHufdjqlpgm1CZhgn4/c=
6,-14,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,WFOZqzFrHufdjqlpgm1CZhgn4/c=
5,-14,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,WFOZqzFrHufdjqlpgm1CZhgn4/c=
6,-13,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,WFOZqzFrHufdjqlpgm1CZhgn4/c=
5,-15,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,WFOZqzFrHufdjqlpgm1CZhgn4/c=
5,-12,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,uSce03IX5A+njC6RW6rsQbu9nEc=
6,-12,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,uSce03IX5A+njC6RW6rsQbu9nEc=
5,-13,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,WFOZqzFrHufdjqlpgm1CZhgn4/c=
6,-4,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,fgwd9kF++6z6izu924QstHsqYF0=
5,-2,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,fgwd9kF++6z6izu924QstHsqYF0=
6,-2,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,fgwd9kF++6z6izu924QstHsqYF0=
6,-3,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,fgwd9kF++6z6izu924QstHsqYF0=
6,-5,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
5,-5,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
5,-3,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,fgwd9kF++6z6izu924QstHsqYF0=
5,-4,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,fgwd9kF++6z6izu924QstHsqYF0=
8,-7,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,kiT+uyYj9ueaEHg8MXwkjEnAco0=
9,-7,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,kiT+uyYj9ueaEHg8MXwkjEnAco0=
7,-7,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,SLzeSz/jgoABK8xxr/Rgc8Fh7p4=
8,-6,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,kiT+uyYj9ueaEHg8MXwkjEnAco0=
9,-6,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,kiT+uyYj9ueaEHg8MXwkjEnAco0=
10,-6,wyYGtucoLwe8Mz4iyN/VWwB2Xnw=,kiT+uyYj9ueaEHg8MXwkjEnAco0=
